bID,name,address,cord,numOfReview,rating,zipcode,cuisine
BXmrTXA-Wi_9ANxQckVBwA,Joseph's,"3123 W 111th St, Chicago, IL 60655","41.69133, -87.69933",98,4,60655,italian
BXoW0AUDE7WZJcY-Vhqlbg,Indian Table,"234 Court St, Brooklyn, NY 11201","40.6859591, -73.9941661",132,4.5,11201,indian
bxr0jgbsEcR0ScKs_4t1CQ,Yen Sushi & Sake Bar - Los Angeles,"2081 Hillhurst Ave, Ste A, Los Angeles, CA 90027","34.1098337138922, -118.287989625365",282,4,90027,japanese
BxsDjT2b2vcm-rvLDeO3Jw,Russian House,"307 E 5th St, Austin, TX 78701","30.26603, -97.74023",612,4,78701,italian
bxy_v6jkfCiVYhvn4t8T7Q,Vamonos,"4807 Airport Blvd, Austin, TX 78751","30.30854, -97.71537",188,4.5,78751,american
By573InDKingPbVaWjq9lQ,Charcoal Garden Bar & Grill,"82 NW 29th St, Miami, FL 33127","25.803708689235, -80.1966323330998",54,4,33127,american
BYJ3MHDohyMzzoiHbImeSQ,China Wall Restaurant,"2000 S IH-35, Ste G4, Round Rock, TX 78681","30.48993, -97.68033",155,3,78681,chinese
ByJBXa3HwPqw8eSPfDObkg,Mint Heights,"46 Henry St, Brooklyn, NY 11201","40.69963, -73.99209879815116",47,4.5,11201,indian
bYQo_yrKQgkQm1_2fnMGWg,Bananas Grill,"4556 Martin Luther King Jr Way S, Seattle, WA 98108","47.56207, -122.29373",162,4,98108,indian
byWtQiHWYz221BXdZZX_Ww,Just Salad,"221 North Hiatus Rd, Pembroke Pines, FL 33026","26.0106610761118, -80.2955605696599",128,4,33026,indian
byXml8ucI-z68JnV7aFpTg,China Express,"5748 W Flagler St, Miami, FL 33144","25.77057, -80.28882",143,4,33144,chinese
byXml8ucI-z68JnV7aFpTg,China Express,"5748 W Flagler St, Miami, FL 33144","25.77057, -80.28882",143,4,33144,japanese
bZ7lvi5_BQ6UKK10OKPV7Q,Sushi Taku,"1904 W Division St, Chicago, IL 60622","41.90351, -87.67512",807,4.5,60622,japanese
BZD3KJW1w88IKXTdAmtrEA,Mister O1 - Wynwood,"2315 N Miami Ave, Miami, FL 33127","25.79908, -80.19462",416,4.5,33127,italian
bZiIIUcpgxh8mpKMDhdqbA,Hopdoddy Burger Bar,"1400 S Congress Ave, Ste A190, Austin, TX 78704","30.249649, -97.749907",4776,4,78704,american
BzmbRSKGs56Yw2w2R12khw,Hoy-Ka Thai Restaurant,"5908 Sunset Blvd, Los Angeles, CA 90028","34.09784367, -118.31833767",1997,4.5,90028,chinese
bzX2yVjfPEOBzBnZeWXQKQ,A + Hong Kong Kitchen,"419 6th Ave S, Seattle, WA 98104","47.59854, -122.32652",598,4,98104,chinese
BZyH69BiP0rjLxzEaUUOVw,Gold Marquess - Pembroke Pines,"8525 Pines Blvd, Pembroke Pines, FL 33024","26.00955, -80.25637",696,3.5,33024,chinese
C_Ai142A-a2j1pldnFls5w,Kuan & Zhai Alley,"14409 Greenwood Ave N, Seattle, WA 98133","47.73351, -122.35602",104,3.5,98133,chinese
C_IakIAkGKmkGUE8BhCIbA,Ming Yuan,"3006 NW 2nd Ave, Miami, FL 33127","25.80504, -80.19938",72,3.5,33127,chinese
C_UPkpWhpyjxxYAfYSJ1ng,Ashiya,"1233 164th St SW, Ste M, Lynnwood, WA 98087","47.85026, -122.25066",275,4.5,98087,japanese
c-33j2eSYNCppwBVLUFpzg,Yummy Yummy Asian Cuisine,"2901 N Broadway St, Chicago, IL 60657","41.935016, -87.644032",680,4,60657,chinese
C-8mGN7lt5rIraO5n-15ug,The Smith,"956 2nd Ave, New York, NY 10022","40.755165, -73.967868",2777,4,10022,american
C-BY5ndJPbEUqvFrXKxa_Q,Hays City Chinese & Donuts,"106 N Burleson St, Kyle, TX 78640","29.9893692176736, -97.8769800995718",156,4,78640,chinese
C-I1NdCHg3GB29Koj2gI_A,Jo:a Japanese Restaurant,"10516 Silverdale Way NW, Ste 120, Silverdale, WA 98383","47.65903, -122.684288",365,4,98383,japanese
C-XzWJ99b6nFCQAAfh3mrQ,Fukurou Ramen,"5103 Hollywood Blvd, Los Angeles, CA 90027","34.1018373715043, -118.300754739329",576,4,90027,chinese
C-XzWJ99b6nFCQAAfh3mrQ,Fukurou Ramen,"5103 Hollywood Blvd, Los Angeles, CA 90027","34.1018373715043, -118.300754739329",576,4,90027,japanese
C-zSEREBvHKIw8cJ1hCMdA,Miami Halal,"7904 West Dr, Ste 5, North Bay Village, FL 33141","25.8493947273331, -80.1598966242948",34,4.5,33141,indian
C06HerwOsN-q1GK605Q9pA,Sushi Ocean,"16238 Ranch Rd 620 N, Ste A, Austin, TX 78717","30.49288, -97.72689",101,4,78717,japanese
C093QdgQoTYiHGv2YSi62w,Hangar Cafe,"6261 13th Ave S, Seattle, WA 98108","47.54671, -122.316452",764,4,98108,american
C0oehMtQSl_JOKWIX6ORzQ,Fratelli Milano,"213 SE 1st St, Miami, FL 33131","25.7734433, -80.1898863",1140,4.5,33131,italian
C2hCrMcpFJXksgP1ul0X6Q,Salvatore Italian Restaurant,"125 N 6th St, Montebello, CA 90640","34.010478, -118.106063",391,4,90640,italian
c3DGLqz31UbLapOYoRJJiw,AO Hawaiian Hideout,"1315 S Wabash Ave, Chicago, IL 60605","41.865372, -87.625744",500,4,60605,chinese
c3DGLqz31UbLapOYoRJJiw,AO Hawaiian Hideout,"1315 S Wabash Ave, Chicago, IL 60605","41.865372, -87.625744",500,4,60605,japanese
C3E8CVVwzKtOv_sRR1WuRQ,Salumeria Rosi,"283 Amsterdam Ave, New York, NY 10023","40.77932, -73.9809",519,4,10023,italian
C3OlQ_y5LcgboyaKlpETYA,Trattoria Casa Di Isacco,"536 9th Ave, New York, NY 10018","40.75686, -73.99356",316,4,10018,italian
C3tP0fNNAoxOAC3O406CXQ,Le Sia,"651 9th Ave, New York, NY 10036","40.76072, -73.99119",72,4.5,10036,chinese
C5KJyG6Bjd5LyncC59JagQ,Miami Diner - Downtown,"140 SE 1st Ave, Miami, FL 33131","25.773031, -80.192089",46,4.5,33131,american
c6-7m0hafQmFyBgWU2XtIg,Marugame Udon,"2029 Sawtelle Blvd, Los Angeles, CA 90025","34.04015, -118.44316",1524,4,90025,japanese
C6-W5S5V0Ic8ihJFiA18XA,Anacapri Italian kitchen,"6743 Main St, Miami Lakes, FL 33014","25.913512, -80.310014",257,3.5,33014,italian
C69uTzoWFaIWcpnYf2LbRw,ROKC,"3452 Broadway, New York, NY 10031","40.8235051, -73.9522425",455,4.5,10031,japanese
C7bOO9QUGCDFIw4QeufkTg,Texas de Brazil,"11401 NW 12th St, Ste 514, Miami, FL 33172","25.786315, -80.381074",380,4,33172,italian
c7UubW5ixyDr9GJvDCb06g,Sura Korean BBQ & Tofu House,"621 Atlantic Ave, Long Beach, CA 90802","33.7744423002005, -118.18510428071",1426,4,90802,chinese
C7wK8q_USp8Q9aPunQki1Q,Great Wall Restaurant,"1906 S Bagdad Rd, Leander, TX 78641","30.5500361, -97.8531226",113,2.5,78641,chinese
C8Ctyq7pXOPESK8cz_X2CA,Pomodoro Rosso,"229 Columbus Ave, New York, NY 10023","40.776398, -73.979288",333,4,10023,italian
C8ZT659Wp4cr5wLR_UDukw,Chef Liao Asian Fusion Cuisine,"6012 Phinney Ave N, Seattle, WA 98103","47.67299, -122.35418",346,4,98103,chinese
C9CuAoiEoht9vkkL1ORtGg,Joe's Stone Crab,"11 Washington Ave, Miami Beach, FL 33139","25.7691520752219, -80.1351189526672",3504,4,33139,chinese
C9CuAoiEoht9vkkL1ORtGg,Joe's Stone Crab,"11 Washington Ave, Miami Beach, FL 33139","25.7691520752219, -80.1351189526672",3504,4,33139,japanese
cal0Wpupxj9c_AV7WzDXsw,GRANVILLE,"8701 Beverly Blvd, West Hollywood, CA 90048","34.0771299, -118.38068",1659,4.5,90048,italian
cal0Wpupxj9c_AV7WzDXsw,GRANVILLE,"8701 Beverly Blvd, West Hollywood, CA 90048","34.0771299, -118.38068",1659,4.5,90048,american
cAnHOEuT0MkiribpjnFVRg,Ayara Thai Cuisine,"6245 W 87th St, Los Angeles, CA 90045","33.95878, -118.39451",2315,4,90045,chinese
cAwkHVjhAJpsZOayXgUIHw,Three Borders Brunch & Grill,"5269 W Olympic Blvd, Los Angeles, CA 90036","34.0574402282966, -118.345157057047",457,5,90036,american
cb9ka9RxCQVGJup3IpNBNA,Aviator Pizza & Brew Company,"18810 Hwy 290 E, Ste 202, Elgin, TX 78621","30.353102, -97.412224",192,4.5,78621,italian
cbfgoMR_UQ9Rm5O3J1erKQ,Marye's Gourmet Pizza,"3663 Bee Cave Rd, Ste 4G, Austin, TX 78746","30.2788789699226, -97.807303494104",178,4.5,78746,italian
CBNi2cIA3QMVlEoAiOBdiQ,Marianna Ristorante,"310 Wells Ave S, Renton, WA 98057","47.4794184431615, -122.205370331468",516,4,98057,italian
cbQ1-NO3lfSYEgVXt99VJg,OMAKAI sushi,"2107 NW 2nd Ave, Miami, FL 33127","25.7970279, -80.19881568650824",163,4.5,33127,japanese
CbW8U0QAwh5XRkaLt0xNZA,Masa of Echo Park,"1800 W Sunset Blvd, Los Angeles, CA 90026","34.077585, -118.259599",4348,4,90026,italian
CbW8U0QAwh5XRkaLt0xNZA,Masa of Echo Park,"1800 W Sunset Blvd, Los Angeles, CA 90026","34.077585, -118.259599",4348,4,90026,american
ccDqEPoyhQFd69fLI4VGCg,India's Clay Pit,"5667 Lankershim Blvd, North Hollywood, CA 91601","34.17374, -118.38036",314,4,91601,indian
Cceafwu35LqImjLx1Gzddg,Nara Chinese Restaurant,"15033 Aurora Ave N, Shoreline, WA 98133","47.73839, -122.34622",134,3.5,98133,chinese
cCesIqo-LQt0cRlZAnrAZQ,Friedmans,"132 W 31st St, New York, NY 10001","40.74839, -73.99062",2536,4,10001,american
ccmyrZr6kEZS-yW9k_P0Lg,Marakas Pizza,"14707 SW 42nd St, Miami, FL 33185","25.7296113650972, -80.4326462502091",244,4.5,33185,italian
CCOknNO_ocdR8sHtJrSEuA,La Cocina & Cantina,"432 Broadway Ave E, Seattle, WA 98102","47.6229331850266, -122.32090728095",349,3.5,98102,indian
cCpOuNyU8jQRrowRcINmKw,Falak Restaurant and Banquets,"233 E Roosevelt Rd, Lombard, IL 60148","41.859776, -88.011253",26,3.5,60148,indian
CcqraT0cuGKYEcZ1ri_kxg,BROKEN MOUTH | Lee's Homestyle,"718 S Los Angeles St, Los Angeles, CA 90014","34.04275, -118.25081",1042,5,90014,chinese
cD-fzz1XPJQrWcSkg2rB2A,La Scala,"434 N Canon Dr, Beverly Hills, CA 90210","34.0712827, -118.4015472",717,2.5,90210,italian
cD57FLQ-v-brcFOLZ0X0cQ,LA Rose Cafe,"4749 Fountain Ave, Los Angeles, CA 90029","34.095634, -118.292729",1057,4,90029,american
CDbu6A1fVHm8sZbDbD-x7A,Altura,"617 Broadway E, Seattle, WA 98102","47.62488, -122.32115",580,4.5,98102,italian
CDeIS2PQa_Y9sjHQDkqTBg,Uovo,"1320 2nd St, Ste A, Santa Monica, CA 90401","34.0156287, -118.4981848",1149,4.5,90401,italian
CdHOwIO6OFNXZxPYEUts2g,Ageha Sushi,"767 9th Ave, New York, NY 10019","40.764529, -73.988597",687,4,10019,japanese
cdK65tDHLHtgrfDdruBeFw,Tofu 101,"12816 SE 38th St, Ste G, Bellevue, WA 98006","47.57635, -122.1686",257,4,98006,chinese
cDoFLe0IU1uc7CCPpje0oA,Chengdu Memory,"520 S Jackson St, Seattle, WA 98104","47.599369, -122.326621",256,4.5,98104,chinese
CDpuMPtliTAUUiztVXInWw,Pane & Vino,"1450 Washington Ave, Miami Beach, FL 33139","25.787173504467134, -80.13196368486163",1352,4.5,33139,italian
CDywb3LHVYZlQL2-woTiJA,Hole in The Wall - Flatiron,"37 W 24th St, New York, NY 10010","40.743292, -73.991097",152,4.5,10010,american
CEdTPBK6HBjpUP_zLDdrlQ,SONA,"36 East 20th St, New York, NY 10003","40.73861, -73.98864",137,3,10003,indian
ceLURkYjRgXhVY2fjPXGAw,Masakazu,"1911 Westwood Blvd, Los Angeles, CA 90025","34.04764, -118.43542",70,4.5,90025,japanese
ceqtbgqYynMEGlj-aasGyw,RED - Miami Beach,"801 S Pointe Dr, Ste CU-1, Miami Beach, FL 33139","25.768422744469806, -80.13659065459753",660,4,33139,american
cf1dWwKFynuOlrpzND6EfQ,Flamin Curry,"3344 E Broadway, Long Beach, CA 90803","33.76433548503123, -118.15272146971138",578,4.5,90803,indian
CF1ejynSmrXXIlWe_SIskQ,La Pasta,"9118 35th Ave NE, Seattle, WA 98115","47.6950569152832, -122.290267944336",42,5,98115,italian
CfGmsF4tOKBl70sZJjVj-g,The Gramercy Miami,"65 Miracle Mile, Miami, FL 33134","25.75028, -80.2561",205,3.5,33134,american
CFGsKn7DLAzuRAYYBR3iBw,CH'I Mercado,"701 S Miami Ave, Fl 3, Ste 339A, Miami, FL 33131","25.767116672833414, -80.19227017298417",9,4,33131,chinese
cfKSCK2VLL4anl-et-rgtQ,Cooper's Hawk Winery & Restaurant - Doral,"3585 NW 83rd Ave, Doral, FL 33147","25.8092923551863, -80.3307232855844",791,4,33147,american
CFR-HzVHKWRMpMAR3LAhzg,Montesacro Pinseria Brooklyn,"432 Union Ave, Brooklyn, NY 11211","40.71338, -73.95136",155,4.5,11211,italian
cFSF6fXOzz_3SiZAHl-rcA,The Citadel,"8300 NE 2nd Ave, Miami, FL 33138","25.852047, -80.193413",250,4,33138,chinese
cFTq5MmBDPb_VEqQXPw2Dw,Wasabi Sushi & Izakaya,"2311 2nd Ave, Seattle, WA 98121","47.614196, -122.346226",1713,4,98121,japanese
CGABe7-iYb_ChDPtuGJBzA,Famous Tandoori,"1817 Pacific Coast Hwy, Lomita, CA 90717","33.7895966, -118.3102264",444,4.5,90717,indian
cGf1QpiRbZfdCTRF2JpZtQ,Kabuki Japanese Restaurant,"201 N San Fernando Blvd, Burbank, CA 91502","34.18157, -118.3101",966,3.5,91502,japanese
cGPwkO-avZU1d17fQkjBgQ,Wadatsumi Beverly Hills,"410 N Canon Dr, Beverly Hills, CA 90210","34.070999, -118.400856",257,4.5,90210,japanese
cGSLzPA_SCWrN3cyT86Nhw,Dun Huang - Upper West,"1268 Amsterdam Ave, New York, NY 10027","40.81106, -73.95818",82,3.5,10027,chinese
CgsvKB65PZrZV8AhnD-wnw,King Jade Garden,"141 E 55th St, New York, NY 10022","40.75947, -73.96942",30,3.5,10022,chinese
CH9Eh9DT-lsao_qSCdC5bw,SAI Sushi & Sake,"25 W Mercer St, Seattle, WA 98119","47.62443, -122.35768",34,5,98119,japanese
cHdeTxAl2Z6zZKUtyeJHaA,Kizuki Ramen & Izakaya,"320 E Pine St, Seattle, WA 98122","47.6153842629972, -122.327005895599",1366,4,98122,chinese
cHdeTxAl2Z6zZKUtyeJHaA,Kizuki Ramen & Izakaya,"320 E Pine St, Seattle, WA 98122","47.6153842629972, -122.327005895599",1366,4,98122,japanese
cHdeTxAl2Z6zZKUtyeJHaA,Kizuki Ramen & Izakaya,"320 E Pine St, Seattle, WA 98122","47.6153842629972, -122.327005895599",1366,4,98122,american
chHgp2uVeVZkjn0H9ZaOGQ,Cafe Brasil,"11736 W Washington Blvd, Los Angeles, CA 90066","33.9993315315793, -118.418306772935",879,4,90066,american
cIbVQrylwj3Rljpka5AZ9w,Olive & June,"3411 Glenview Ave, Austin, TX 78703","30.30726, -97.75113",627,4,78703,italian
cIbVQrylwj3Rljpka5AZ9w,Olive & June,"3411 Glenview Ave, Austin, TX 78703","30.30726, -97.75113",627,4,78703,american
CiCKpldSAIHQz3qfpghKFA,Dumpling House,"17424 Hwy 99, Ste 106, Lynnwood, WA 98037","47.84111, -122.29956",21,4.5,98037,chinese
ciIoPi0WqaNyB6xkwRKxzA,Joy Curry & Tandoor,"32 W 39th St, New York, NY 10018","40.75207, -73.98402",116,4,10018,indian
cIjsTLbz6Gx5CiWLf-c0iA,Tsui Sushi Bar,"6421 Latona Ave NE, Seattle, WA 98115","47.6756859, -122.3256149",311,4,98115,japanese
Cik5dglq64kkw9tRXSdBmQ,Al Forno Neapolitan Wood Fired Pizza,"10674 SW 24th St, Miami, FL 33165","25.74629, -80.36672",50,4.5,33165,italian
ciMl6ZK4J31uvh2oiVDhng,600 Degrees Pizzeria & Draft House,"124 E 8th St, Georgetown, TX 78626","30.636477, -97.676161",934,4,78626,italian
CiOuPxuFKEMD2nJaifUWjg,India's Oven,"11645 Wilshire Blvd, 2 Fl, Los Angeles, CA 90025","34.05029, -118.46053",1268,4.5,90025,indian
Cipqsy7Fdnt9IiglUxx2NQ,Jjim Korean Braised BBQ,"1100 S Lamar Blvd, Ste 2140, Austin, TX 78704","30.25576, -97.76252",88,4.5,78704,american
ciYHrdEgc08q3Yl6mtp7KA,Chung Wah Chinese Food,"190 NE 119th St, Miami, FL 33161","25.88412, -80.19472",47,4,33161,chinese
ciZAxEwbFBafvf2UGUxySw,Tsuri,"7015 Melrose Ave, Los Angeles, CA 90038","34.083618, -118.343326",671,4,90038,japanese
CjAKxQ0okWHqtz0o4jxMFg,Yassa African Restaurant,"3511 S King Dr, Chicago, IL 60653","41.830723756206, -87.6167381675416",308,4.5,60653,american
CJPkKoIr_o72wx9H-trdcA,Chotto Matte - Miami,"1664 Lenox Ave, Miami Beach, FL 33139","25.79111, -80.14032",451,3.5,33139,japanese
cJWYrLl9jozpy-3nKqN23w,Namasthe Indian Restaurant,"15920 NE 8th St, Ste 3, Bellevue, WA 98008","47.617445, -122.127841",13,3.5,98008,indian
cK9wMWnQEW9MdYjc-YWueg,The Factory Kitchen,"1300 Factory Pl, Ste 101, Los Angeles, CA 90013","34.038867, -118.23602",1401,4,90013,italian
CKJL7-npPQ458z6RbioQyg,Jaipur Palace,"9900 SIH  35 Frontage Rd, Ste P900, Austin, TX 78748","30.156242, -97.792926",217,4.5,78748,indian
cl97uG2_QtiMBah-_s9w7g,Il Divo,"1347 2nd Ave At E 71st St, New York, NY 10021","40.76816, -73.959204",76,4.5,10021,italian
ClAQfNyMp_EuTks0fz-KXg,Aburiya Bento House,"2100 Western Ave, Seattle, WA 98121","47.61131, -122.3448",301,4.5,98121,japanese
CLcRsv9px0tbBkPkRN5qBQ,Otoko,"1603 S Congress Ave, Austin, TX 78704","30.2474, -97.75006",106,4.5,78704,japanese
Clumryf360iOnwpZ2ML8aw,Sushi You,"246 E 51st St, New York, NY 10022","40.755555, -73.968736",275,4,10022,japanese
cLzohtTFG6dakIz4ti72aw,Jack Allen's Kitchen,"2500 Hoppe Trl, Round Rock, TX 78681","30.538065, -97.694461",1902,4.5,78681,american
Cmanl3prC_2knQ-d87KEng,Holi Vegan Kitchen,"3099 NE 163rd St, North Miami Beach, FL 33160","25.927357083567518, -80.13902487302337",312,4,33160,indian
CmlE763fqFgkBq4FK2GWtg,Lark,"952 E Seneca St, Seattle, WA 98122","47.61232168040179, -122.319657",263,4,98122,japanese
CMp0w5cySb4n4XxgmoFdZQ,Capital Seafood Beverly Hills,"50 N La Cienega Blvd, Ste 13, Beverly Hills, CA 90211","34.0669, -118.37592",255,4,90211,chinese
CMp0w5cySb4n4XxgmoFdZQ,Capital Seafood Beverly Hills,"50 N La Cienega Blvd, Ste 13, Beverly Hills, CA 90211","34.0669, -118.37592",255,4,90211,japanese
CMp0w5cySb4n4XxgmoFdZQ,Capital Seafood Beverly Hills,"50 N La Cienega Blvd, Ste 13, Beverly Hills, CA 90211","34.0669, -118.37592",255,4,90211,american
CmyxraHEXX6nQhcPCjA7RQ,Oto Sushi,"11628 97th Ln NE, Kirkland, WA 98034","47.70535, -122.21136",499,4,98034,japanese
CN74EfWcTD2j2MaCSTTTMQ,Hanabi,"3954 Beverly Blvd, Los Angeles, CA 90004","34.076016, -118.2950192",33,4.5,90004,japanese
cn9ox-BRc2D45oWmp1egdg,Mediterranean Kitchen,"103 Bellevue Way NE, Ste 103, Bellevue, WA 98004","47.6113559604462, -122.201761814933",1077,4,98004,indian
CNs1LYGNTGyiGFB3QubhLQ,SunCafe Organic,"10820 Ventura Blvd, Studio City, CA 91604","34.1385791989621, -118.366539",2542,4.5,91604,indian
CO3lm5309asRY7XG5eXNgg,Rahi,"60 Greenwich Ave, New York, NY 10011","40.7360271, -74.0005436",559,4.5,10011,indian
coF5MksWy3DG3kl_K0v5xQ,Beijing Cafe,"6950 Collins Ave, Miami Beach, FL 33141","25.855263, -80.120747",178,4,33141,chinese
COhnRLIOjM1OOk8FhG8fug,Shree Rasoi Indian Vegi Delight,"1167 S Elmhurst Rd, Des Plaines, IL 60016","42.031866, -87.940056",22,3,60016,indian
COj7sT-lZrtOyx0X-ELMug,Riccardo Osteria,"1023 W Lake St, Chicago, IL 60607","41.8853, -87.65316",73,4.5,60607,italian
con-hdVjSyRrMnP7d80EAQ,Annapurna Grill,"929 E Colorado Blvd, Pasadena, CA 91106","34.1460313, -118.1311667",404,3.5,91106,indian
CoSRSpByyyNMuI8m15PH7A,Thee Asian Restaurant,"1811 W North Ave, Chicago, IL 60622","41.91028, -87.6732",191,3.5,60622,chinese
cp1IK_2pAdD8EIYNVcWjjA,101 N Wacker Dr,"101 N Wacker Dr, Chicago, IL 60606","41.8835601806641, -87.6363906860352",1,4,60606,italian
CPj1XHGBsWOFiQpdxOyOxw,Friends Sushi,"710 N Rush St, Chicago, IL 60611","41.895366, -87.625781",1353,4,60611,chinese
CPj1XHGBsWOFiQpdxOyOxw,Friends Sushi,"710 N Rush St, Chicago, IL 60611","41.895366, -87.625781",1353,4,60611,japanese
cPK7uSpHwyEDmDR0_gzhjA,Pao by Paul Qui,"3201 Collins Ave, Miami Beach, FL 33140","25.807361, -80.123435",212,4.5,33140,chinese
cPK7uSpHwyEDmDR0_gzhjA,Pao by Paul Qui,"3201 Collins Ave, Miami Beach, FL 33140","25.807361, -80.123435",212,4.5,33140,japanese
cpR6cGPPdIOoutmiaM9sYQ,Blue Ginger,"15791 Sheridan St, Southwest Ranches, FL 33331","26.0296849, -80.3587488",572,4,33331,japanese
CQ75CQSyrsmb-S3UAwCHpw,Wildfire,"159 W Erie St, Chicago, IL 60654","41.8938172904842, -87.6333183422685",1124,4,60654,italian
CQoF0SPKnPzkXKZaPl-HMQ,Naruto 88 Bistro,"10471 North Kendall Dr, B104, Miami, FL 33176","25.6875155, -80.3631461",114,4.5,33176,japanese
CqOkl94q9ttvYNWIITA8ow,Swift's Attic,"315 Congress Ave, Ste 200, Austin, TX 78701","30.26563, -97.74337",1070,4,78701,italian
CqOkl94q9ttvYNWIITA8ow,Swift's Attic,"315 Congress Ave, Ste 200, Austin, TX 78701","30.26563, -97.74337",1070,4,78701,japanese
CqOkl94q9ttvYNWIITA8ow,Swift's Attic,"315 Congress Ave, Ste 200, Austin, TX 78701","30.26563, -97.74337",1070,4,78701,american
CqQ2Og9kf-LhlUWtODalCQ,Blue Ribbon Sushi Bar & Grill - New York,"308 W 58th St, 6 Columbus Hotel, New York, NY 10019","40.7674948014194, -73.9831978922043",772,4,10019,chinese
CqQ2Og9kf-LhlUWtODalCQ,Blue Ribbon Sushi Bar & Grill - New York,"308 W 58th St, 6 Columbus Hotel, New York, NY 10019","40.7674948014194, -73.9831978922043",772,4,10019,japanese
cqzb0zchUjGJX_YoPwdD6A,La Famiglia,"11655 Red Rd, Miramar, FL 33025","25.985057, -80.299972",196,4,33025,italian
CrGqiAvn9xBLQboRuH1EcA,Indi Qzeen,"22320 Marketplace Dr, Ste 103, Redmond, WA 98053","47.6947, -122.04259",114,3.5,98053,indian
CrMWH4aIXMPp-p1V0fn6AA,INTIMO,"840 1st St, Miami Beach, FL 33139","25.769746122668106, -80.13681372103376",312,4.5,33139,japanese
CrMWH4aIXMPp-p1V0fn6AA,INTIMO,"840 1st St, Miami Beach, FL 33139","25.769746122668106, -80.13681372103376",312,4.5,33139,american
croh2zWlbPyCQTNS11klcg,China River 川聚院,"258 W 44th St, New York, NY 10036","40.7581711239604, -73.9883149042726",217,4,10036,chinese
CrvXivXCs4rufuDgXydTng,Jasmine's Caribbean Cuisine,"371 West 46th St, New York, NY 10036","40.760914, -73.990323",78,4,10036,american
cs6HfZNykLVitm09jWFqWg,Moonshine Patio Bar & Grill,"303 Red River St, Austin, TX 78701","30.263769, -97.738036",5030,4.5,78701,italian
cs6HfZNykLVitm09jWFqWg,Moonshine Patio Bar & Grill,"303 Red River St, Austin, TX 78701","30.263769, -97.738036",5030,4.5,78701,american
cSm7J1LlgxHMnHAQlv_BNg,Gaylord Fine Indian Cuisine,"100 E Walton St, Chicago, IL 60611","41.900337, -87.62527",446,3.5,60611,indian
cSRzfprFfAnT1nAcQMgrDA,Fred's Restaurant,"476 Amsterdam Ave, New York, NY 10024","40.7856233, -73.9767067",798,4,10024,american
cSSyQ9xttMy6Gn8TFyNH7w,Spare Tire Kitchen & Tavern,"5370 Wilshire Blvd, Los Angeles, CA 90036","34.0620758597251, -118.345577081314",1168,4,90036,american
CT5MU4u9IVzuBmv-1tAuAw,Kozue Restaurant,"1608 N 45th St, Seattle, WA 98103","47.6616134643555, -122.33869934082",319,3.5,98103,japanese
cT5PCUVcozFYUFlCKigodg,House of Hunan,"444 W Fullerton Pkwy, Chicago, IL 60614","41.925893, -87.641125",273,3,60614,chinese
cTE0e96GYzet799EJeStoQ,Chama Mama,"149 W 14th St, New York, NY 10011","40.7384, -73.99892",429,4.5,10011,american
CtV5eWI-Y8eUAOCKRT4M5w,Tony Chan's Water Club,"1717 N Bayshore Dr, Ste 131, Miami, FL 33132","25.7913713095251, -80.1854800347793",222,3,33132,chinese
cTwsI0U1x1xeOrCdgIaJ2w,Acre 41,"1901 San Antonio St, Austin, TX 78705","30.282339, -97.74295049251636",72,4.5,78705,japanese
CtZPYKOlNeZDDCZzvDYfQg,Mama Hong's Vietnamese Kitchen - Burbank,"211 N San Fernando Blvd, Burbank, CA 91502","34.18176698635901, -118.31014059756866",1529,4,91502,chinese
cu8wq5TslyibI80pFQdUfA,Mk Noodle,"3341 N Lincoln Ave, Chicago, IL 60657","41.94277, -87.67041",18,5,60657,american
cuVAwYcFIxK1WP8vp5OozA,Michi Ramen,"8650 Spicewood Springs Rd, Ste 115, Austin, TX 78750","30.447304, -97.81028",95,4,78750,japanese
CUYnO-T4OJqrpdx-3d2Y8g,Jin Ju,"5203 N Clark St, Chicago, IL 60640","41.9764, -87.66803",347,4,60640,japanese
CV--FymQcb51hxcnkpCTng,Sushi Ren,"1584 2nd Ave, New York, NY 10028","40.7753299, -73.95339",161,3.5,10028,japanese
cvHTVYWuUfipbtekJlHYvQ,The Roll Pod,"500 Boren Ave N, Seattle, WA 98109","47.6238696, -122.3355741",153,4.5,98109,indian
cvjh5nKgQ9hZH_l5A4S_uQ,Saffron Indian Cuisine,"12663 S Dixie Hwy, Pinecrest, FL 33156","25.652471, -80.329212",434,4.5,33156,indian
CVpha6hKVu_r1lx6JxNIPg,Veeray da Dhaba,"222 1st Ave, New York, NY 10009","40.730819, -73.982723",47,4.5,10009,indian
cW-AoEKFCJxke0wHtb6CFA,Il Forno Ristorante,"9350 NW 25th St, Miami, FL 33172","25.796718, -80.347661",315,4,33172,italian
cW1iwRy8WcHGvfaVKUcZtw,Nirvana Plant Based Bistro,"234 12 Th St, Miami Beach, FL 33139","25.7828922976, -80.1322875477",12,4.5,33139,indian
